tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
9,12,169.22,194.0,insufficient_funds,hipercard,0.679,1,15,5,2,169.22,1
4,18,80.28,91.21,expired_card,elo,0.642,0,23,1,3,80.28,0
7,8,190.76,196.81,insufficient_funds,visa,0.492,1,14,3,2,190.76,1
64,5,213.47,191.17,do_not_honor,elo,0.818,0,17,0,4,968.59,0
65,22,74.03,65.58,expired_card,mastercard,0.812,2,9,5,4,337.46,0
16,26,227.23,211.33,insufficient_funds,visa,0.264,4,14,1,3,247.02,0
9,27,110.54,113.9,processing_error,visa,0.613,0,18,5,1,110.54,1
0,25,124.0,119.77,processing_error,visa,0.484,1,9,1,3,124.0,0
3,16,13.99,14.83,insufficient_funds,elo,0.401,0,16,0,2,13.99,1
5,24,41.26,44.82,insufficient_funds,elo,0.602,4,23,1,3,41.26,0
33,28,43.3,39.15,insufficient_funds,elo,0.68,3,12,3,1,97.43,0
40,1,73.65,82.6,insufficient_funds,visa,0.673,2,17,6,1,252.39,0
3,13,108.2,93.94,insufficient_funds,visa,0.414,2,17,0,2,108.2,1
0,6,112.2,104.29,insufficient_funds,visa,0.465,1,21,0,2,112.2,1
20,31,125.99,137.89,insufficient_funds,mastercard,0.488,0,10,3,2,203.0,1
26,28,53.19,48.14,insufficient_funds,elo,0.725,3,18,0,3,93.18,1
0,24,180.65,165.48,insufficient_funds,amex,0.452,2,16,2,3,180.65,0
29,9,487.65,557.24,insufficient_funds,visa,0.366,2,16,2,1,1209.75,1
6,29,71.42,80.26,insufficient_funds,elo,0.531,1,17,3,1,71.42,0
0,2,54.21,59.3,insufficient_funds,mastercard,0.51,1,20,4,2,54.21,0
2,6,53.18,47.98,insufficient_funds,amex,0.517,2,18,1,2,53.18,1
56,18,105.46,97.71,processing_error,elo,0.779,0,6,1,1,430.14,1
0,24,61.27,56.4,expired_card,mastercard,0.557,6,15,2,1,61.27,1
18,26,21.02,19.06,do_not_honor,elo,0.737,3,18,2,1,25.16,1
0,9,26.8,30.58,generic_decline,visa,0.613,2,0,4,1,26.8,0
0,12,241.93,217.69,expired_card,elo,0.613,2,13,0,1,241.93,1
25,15,305.22,327.81,processing_error,elo,0.788,2,9,0,4,608.95,1
0,2,404.88,350.34,insufficient_funds,amex,0.489,2,13,0,4,404.88,0
21,26,119.51,121.08,card_declined,visa,0.636,1,19,3,1,187.52,0
9,11,40.54,35.32,expired_card,elo,0.639,1,20,0,2,40.54,0
1,6,66.24,57.53,card_declined,visa,0.497,1,18,0,3,66.24,0
6,13,25.99,23.89,insufficient_funds,elo,0.414,5,9,5,2,25.99,0
12,22,25.11,28.32,do_not_honor,amex,0.58,4,19,6,2,25.11,0
71,26,122.63,127.74,insufficient_funds,visa,0.683,1,19,0,1,718.01,1
71,7,157.78,164.95,card_declined,mastercard,0.657,1,4,1,2,927.16,0
1,6,556.7,522.91,generic_decline,mastercard,0.627,1,16,3,1,556.7,1
0,28,90.79,96.88,do_not_honor,elo,0.346,4,15,6,2,90.79,0
3,17,29.26,30.85,insufficient_funds,visa,0.567,3,17,3,1,29.26,1
29,12,87.72,86.71,insufficient_funds,amex,0.73,3,18,2,3,188.25,1
4,6,76.06,80.23,expired_card,hipercard,0.679,2,7,5,3,76.06,0
2,31,63.18,70.14,expired_card,mastercard,0.38,1,11,5,2,63.18,0
14,22,132.66,150.98,insufficient_funds,mastercard,0.588,0,20,5,1,153.83,1
38,7,33.23,38.18,expired_card,mastercard,0.74,0,16,1,2,110.43,0
3,4,109.78,109.4,do_not_honor,visa,0.28,2,20,4,2,109.78,1
31,6,174.37,149.93,insufficient_funds,elo,0.615,1,11,1,2,349.23,0
7,8,345.0,316.97,insufficient_funds,visa,0.647,3,23,2,2,345.0,1
20,4,128.78,117.07,card_declined,visa,0.791,2,15,5,1,172.35,0
71,7,246.91,232.14,expired_card,visa,0.625,2,15,5,2,1304.82,1
0,4,65.9,63.14,do_not_honor,elo,0.347,1,12,3,1,65.9,0
6,12,74.6,78.37,card_declined,mastercard,0.638,0,20,5,2,74.6,1
44,15,323.66,326.15,insufficient_funds,mastercard,0.795,1,18,0,3,1104.2,0
33,15,28.91,30.21,expired_card,visa,0.821,2,21,5,2,75.19,0
2,25,68.33,78.0,do_not_honor,visa,0.493,3,14,5,3,68.33,0
1,8,266.35,230.32,insufficient_funds,mastercard,0.499,3,20,4,1,266.35,1
1,26,81.03,69.23,insufficient_funds,mastercard,0.523,1,15,0,1,81.03,1
1,27,75.85,79.62,expired_card,visa,0.321,3,13,1,1,75.85,1
18,29,77.22,78.29,insufficient_funds,mastercard,0.769,3,23,1,1,103.34,1
2,6,108.47,107.91,do_not_honor,visa,0.52,2,12,4,1,108.47,0
19,8,256.51,283.7,insufficient_funds,amex,0.306,0,10,1,3,396.04,0
2,19,222.16,199.42,insufficient_funds,mastercard,0.533,2,16,0,4,222.16,0
1,5,98.75,100.93,generic_decline,visa,0.253,2,20,3,1,98.75,0
11,4,257.95,291.37,insufficient_funds,visa,0.686,0,9,2,1,257.95,1
8,3,132.42,130.27,insufficient_funds,visa,0.543,1,20,3,1,132.42,1
4,18,209.67,214.7,insufficient_funds,visa,0.426,2,23,4,3,209.67,0
9,24,39.21,34.15,generic_decline,elo,0.625,4,16,1,2,39.21,0
18,8,457.95,437.23,generic_decline,elo,0.694,0,23,6,4,577.14,1
8,28,118.87,102.52,insufficient_funds,visa,0.583,2,9,4,4,118.87,1
12,24,8.51,8.69,card_declined,amex,0.493,2,16,5,1,8.51,1
32,3,426.9,438.49,card_declined,visa,0.481,0,22,2,1,1056.27,1
5,13,98.19,111.47,insufficient_funds,elo,0.688,2,15,3,1,98.19,1
5,3,68.79,71.65,insufficient_funds,visa,0.59,0,21,5,2,68.79,1
71,28,57.08,48.57,do_not_honor,visa,0.529,0,17,0,3,273.0,1
37,23,144.43,158.87,insufficient_funds,elo,0.814,0,12,2,2,446.58,1
1,21,44.4,42.13,expired_card,visa,0.654,4,22,0,1,44.4,0
41,21,58.55,62.31,insufficient_funds,visa,0.615,1,14,5,1,195.51,1
27,9,59.82,55.59,expired_card,elo,0.808,1,4,6,3,111.94,1
2,28,75.4,81.29,insufficient_funds,mastercard,0.33,2,11,6,1,75.4,0
4,28,61.85,69.78,insufficient_funds,amex,0.545,2,20,6,1,61.85,1
0,23,208.5,182.19,insufficient_funds,mastercard,0.528,2,18,2,3,208.5,0
12,15,124.36,126.02,generic_decline,visa,0.378,2,18,3,1,124.36,0
0,2,138.59,140.27,insufficient_funds,mastercard,0.609,3,8,2,1,138.59,0
5,2,168.14,157.37,insufficient_funds,elo,0.371,2,20,2,3,168.14,0
17,5,89.99,85.72,insufficient_funds,visa,0.512,1,17,0,4,106.66,1
2,18,39.49,41.58,insufficient_funds,visa,0.407,1,9,3,3,39.49,0
43,24,485.87,455.64,processing_error,mastercard,0.886,2,15,5,2,1504.81,1
0,28,222.81,191.44,insufficient_funds,elo,0.55,5,13,2,3,222.81,0
34,6,409.56,442.63,expired_card,visa,0.838,3,18,5,2,1137.07,0
13,8,245.03,254.23,expired_card,elo,0.67,0,14,2,2,245.03,0
45,2,64.94,60.08,do_not_honor,visa,0.678,6,18,4,1,208.4,0
4,31,12.14,13.82,processing_error,mastercard,0.51,0,22,0,4,12.14,1
5,24,32.81,36.73,insufficient_funds,elo,0.652,2,14,4,1,32.81,0
9,15,172.06,196.03,card_declined,visa,0.638,2,22,1,1,172.06,0
4,17,89.3,89.63,processing_error,visa,0.521,1,13,5,1,89.3,0
21,17,67.32,61.97,do_not_honor,mastercard,0.732,2,13,0,1,95.98,0
7,8,10.65,9.61,generic_decline,visa,0.704,4,10,0,1,10.65,0
5,6,96.62,109.62,card_declined,amex,0.453,1,19,5,1,96.62,0
2,9,37.39,41.77,insufficient_funds,hipercard,0.663,1,19,2,1,37.39,0
5,8,51.36,55.07,insufficient_funds,mastercard,0.515,1,9,1,1,51.36,0
10,17,208.0,208.66,do_not_honor,elo,0.505,2,22,0,4,208.0,0
2,10,39.18,37.82,do_not_honor,amex,0.616,3,14,2,2,39.18,0
13,23,42.65,45.25,insufficient_funds,elo,0.571,2,17,5,1,42.73,0
5,17,115.27,98.31,expired_card,elo,0.632,2,21,3,2,115.27,1
2,16,212.16,213.71,insufficient_funds,visa,0.492,0,15,0,4,212.16,0
34,29,68.35,72.01,insufficient_funds,elo,0.712,4,22,2,1,184.99,1
9,10,359.86,387.26,insufficient_funds,visa,0.547,0,19,2,2,359.86,0
49,19,31.39,30.93,insufficient_funds,visa,0.809,2,14,0,1,117.67,0
9,1,26.86,28.84,card_declined,mastercard,0.517,2,15,2,2,26.86,0
31,23,24.9,21.88,insufficient_funds,visa,0.833,2,17,0,2,50.97,0
5,16,22.53,20.73,expired_card,visa,0.581,2,22,4,1,22.53,0
3,6,131.81,117.76,expired_card,mastercard,0.584,2,23,1,2,131.81,0
46,1,41.01,39.04,processing_error,visa,0.703,0,10,1,1,138.68,1
7,22,27.93,26.62,insufficient_funds,amex,0.559,1,17,0,3,27.93,1
31,20,136.97,131.79,insufficient_funds,hipercard,0.84,1,22,5,1,306.98,0
9,20,203.23,201.15,card_declined,elo,0.598,2,12,6,1,203.23,1
0,14,248.61,243.86,card_declined,visa,0.597,0,15,1,3,248.61,0
65,19,212.71,212.1,insufficient_funds,mastercard,0.945,1,18,3,1,1091.43,1
8,17,43.24,46.52,insufficient_funds,visa,0.586,2,15,6,2,43.24,1
58,7,124.92,111.5,generic_decline,mastercard,0.532,4,10,6,1,510.17,1
15,16,151.98,145.17,insufficient_funds,visa,0.397,0,10,0,1,158.78,0
32,16,64.11,54.5,insufficient_funds,mastercard,0.636,4,16,3,4,131.28,1
2,25,113.15,97.14,generic_decline,visa,0.69,1,23,3,1,113.15,1
2,14,32.16,33.19,processing_error,hipercard,0.467,3,9,2,1,32.16,1
12,14,55.97,62.28,insufficient_funds,visa,0.491,2,15,5,3,55.97,0
3,30,136.0,128.08,do_not_honor,mastercard,0.435,1,8,0,2,136.0,0
0,27,372.99,362.01,insufficient_funds,visa,0.549,1,19,5,1,372.99,1
6,8,271.84,248.18,processing_error,mastercard,0.68,1,20,1,1,271.84,1
9,27,175.82,156.98,expired_card,amex,0.436,0,18,0,1,175.82,0
48,5,104.92,117.01,insufficient_funds,visa,0.815,1,18,4,1,435.28,1
0,25,91.43,93.41,do_not_honor,visa,0.568,0,20,6,1,91.43,0
1,6,27.02,28.68,processing_error,visa,0.615,3,18,3,2,27.02,1
5,14,46.54,51.87,insufficient_funds,mastercard,0.376,3,17,6,1,46.54,1
8,30,47.91,49.18,card_declined,mastercard,0.595,2,18,4,3,47.91,0
45,4,162.87,147.25,processing_error,elo,0.653,1,9,3,3,510.77,0
1,25,226.29,240.77,expired_card,elo,0.556,1,13,1,2,226.29,0
25,16,188.05,202.03,insufficient_funds,visa,0.474,2,18,0,1,375.3,1
6,4,279.49,272.27,insufficient_funds,amex,0.373,1,20,4,2,279.49,1
12,29,104.23,107.88,generic_decline,elo,0.513,1,11,0,1,104.23,0
7,17,40.82,40.63,insufficient_funds,mastercard,0.644,0,13,6,1,40.82,1
12,26,93.51,88.83,expired_card,visa,0.454,2,15,1,2,93.51,0
0,26,51.34,54.0,expired_card,elo,0.339,4,22,2,4,51.34,0
6,1,175.35,162.06,insufficient_funds,mastercard,0.534,3,14,1,1,175.35,0
7,8,71.05,67.37,insufficient_funds,visa,0.548,2,9,2,1,71.05,1
1,11,89.56,87.03,insufficient_funds,visa,0.369,1,22,1,1,89.56,1
7,16,181.01,187.23,insufficient_funds,mastercard,0.62,2,14,5,1,181.01,1
4,3,50.61,55.96,do_not_honor,mastercard,0.409,0,21,0,2,50.61,0
0,12,230.14,238.07,insufficient_funds,visa,0.322,1,8,2,1,230.14,0
11,24,29.53,31.53,insufficient_funds,amex,0.307,2,23,5,3,29.53,0
15,6,128.34,120.36,expired_card,visa,0.457,1,23,6,4,131.64,0
2,22,90.17,92.53,do_not_honor,visa,0.384,0,12,6,4,90.17,0
22,15,203.84,179.61,insufficient_funds,visa,0.612,1,2,0,2,291.97,1
62,3,28.83,28.51,insufficient_funds,mastercard,0.874,3,14,0,1,139.94,1
0,6,25.09,26.52,card_declined,visa,0.583,1,11,1,3,25.09,1
4,5,190.31,172.02,expired_card,elo,0.42,0,20,6,3,190.31,0
0,19,69.07,77.4,expired_card,mastercard,0.59,3,4,6,1,69.07,1
68,4,90.17,87.93,insufficient_funds,visa,0.883,0,9,3,2,473.36,1
2,25,54.4,57.19,do_not_honor,visa,0.448,1,18,4,1,54.4,0
5,24,219.92,217.93,expired_card,mastercard,0.445,1,20,2,2,219.92,0
2,3,127.51,136.39,processing_error,mastercard,0.345,0,1,6,3,127.51,1
36,26,121.05,124.11,generic_decline,visa,0.699,3,11,0,1,338.82,1
1,29,34.59,30.67,card_declined,mastercard,0.597,2,17,5,1,34.59,0
0,2,152.61,172.05,insufficient_funds,mastercard,0.688,5,12,3,1,152.61,1
8,28,40.49,42.43,card_declined,hipercard,0.736,1,17,2,1,40.49,1
48,9,54.46,54.0,expired_card,elo,0.877,3,17,3,1,200.88,0
10,20,29.07,30.61,insufficient_funds,visa,0.462,2,15,3,4,29.07,1
9,6,85.06,78.96,insufficient_funds,mastercard,0.515,2,20,5,1,85.06,1
20,24,251.63,271.93,insufficient_funds,visa,0.449,1,8,1,1,400.34,1
1,25,119.55,116.37,do_not_honor,mastercard,0.664,0,9,0,2,119.55,0
4,30,66.02,72.06,processing_error,visa,0.601,2,9,4,2,66.02,1
67,31,107.7,100.4,card_declined,amex,0.664,0,23,4,1,532.54,0
45,3,107.17,116.5,card_declined,mastercard,0.841,2,12,3,3,404.11,0
20,20,103.66,116.31,expired_card,elo,0.519,7,14,4,1,171.23,0
2,8,114.43,130.94,do_not_honor,mastercard,0.553,3,12,3,1,114.43,0
66,4,38.81,42.03,insufficient_funds,visa,0.918,3,19,5,3,219.61,1
5,5,107.45,114.03,insufficient_funds,visa,0.695,2,12,4,3,107.45,0
28,28,20.56,20.68,expired_card,visa,0.571,2,16,6,2,43.27,0
0,21,163.0,143.72,processing_error,elo,0.517,2,9,4,1,163.0,0
42,2,36.7,37.36,processing_error,amex,0.77,4,20,4,4,120.3,0
0,30,278.23,283.51,generic_decline,visa,0.552,0,23,3,1,278.23,0
8,24,11.14,9.69,card_declined,mastercard,0.323,1,13,3,2,11.14,0
24,10,432.59,457.33,insufficient_funds,visa,0.534,2,8,0,4,814.05,0
7,15,22.79,20.39,insufficient_funds,mastercard,0.489,3,13,2,3,22.79,0
1,23,33.67,34.65,insufficient_funds,amex,0.513,1,10,1,2,33.67,0
2,20,127.49,126.44,expired_card,visa,0.556,0,22,6,2,127.49,0
5,15,169.36,188.42,insufficient_funds,visa,0.36,0,23,6,1,169.36,1
19,16,76.0,69.9,insufficient_funds,mastercard,0.709,1,12,2,3,97.58,1
17,2,216.01,194.7,insufficient_funds,visa,0.715,3,19,0,4,242.27,0
42,16,48.17,48.91,processing_error,visa,0.706,4,20,2,3,157.49,1
28,11,68.54,67.72,insufficient_funds,visa,0.669,0,20,6,2,141.69,1
18,9,74.74,67.15,expired_card,mastercard,0.666,1,8,0,4,88.64,0
50,8,60.59,62.66,insufficient_funds,hipercard,0.92,0,21,6,1,243.68,1
12,19,17.54,19.68,expired_card,amex,0.586,1,15,0,1,17.54,0
22,14,95.63,102.52,card_declined,mastercard,0.427,1,20,3,3,166.65,1
3,14,88.26,80.57,insufficient_funds,elo,0.46,1,13,6,4,88.26,1
10,5,254.72,234.73,card_declined,mastercard,0.604,0,22,4,4,254.72,1
0,29,31.19,31.73,card_declined,mastercard,0.604,1,11,1,2,31.19,0
1,7,55.39,58.34,insufficient_funds,visa,0.363,0,10,6,4,55.39,1
26,13,284.71,325.62,do_not_honor,visa,0.684,2,0,5,2,630.26,1
5,6,126.84,111.8,processing_error,mastercard,0.49,1,12,0,2,126.84,1
23,22,159.24,161.45,expired_card,hipercard,0.671,2,14,3,2,274.89,0
9,14,146.23,167.61,insufficient_funds,mastercard,0.67,0,20,4,1,146.23,1
4,13,146.81,129.67,insufficient_funds,hipercard,0.558,1,7,3,1,146.81,0
7,26,492.77,562.63,insufficient_funds,visa,0.52,2,11,2,2,492.77,1
15,24,106.03,104.83,insufficient_funds,visa,0.523,0,17,5,3,114.66,1
39,16,39.81,42.41,expired_card,hipercard,0.802,4,20,1,2,126.12,1
18,15,172.4,168.54,do_not_honor,visa,0.549,3,18,1,2,222.47,1
60,29,59.09,65.14,insufficient_funds,mastercard,0.903,1,20,3,1,309.42,0
6,29,88.65,99.51,card_declined,visa,0.223,1,20,0,1,88.65,0
18,22,135.81,122.23,expired_card,amex,0.587,2,10,0,4,161.34,0
35,24,47.12,50.62,card_declined,visa,0.646,1,12,6,1,134.11,1
9,27,62.12,53.19,processing_error,amex,0.528,1,22,2,2,62.12,1
6,29,149.17,139.18,insufficient_funds,visa,0.338,1,19,3,1,149.17,0
11,3,60.04,60.98,expired_card,visa,0.594,2,23,6,2,60.04,1
52,31,232.07,239.26,insufficient_funds,elo,0.723,0,23,6,1,971.13,0
24,22,40.71,39.06,insufficient_funds,visa,0.744,1,0,5,1,69.53,1
59,18,40.59,37.79,insufficient_funds,visa,0.864,1,16,3,1,176.2,1
5,13,531.42,479.07,insufficient_funds,mastercard,0.573,0,20,1,3,531.42,1
63,11,25.11,23.15,insufficient_funds,visa,0.724,2,17,1,1,115.46,1
4,24,95.46,84.87,insufficient_funds,visa,0.56,0,7,0,4,95.46,1
2,20,506.27,470.0,insufficient_funds,visa,0.66,0,18,2,1,506.27,1
6,6,95.3,104.49,insufficient_funds,mastercard,0.588,0,15,1,4,95.3,1
2,18,323.35,302.74,insufficient_funds,visa,0.557,0,16,5,1,323.35,1
9,5,174.51,195.85,insufficient_funds,elo,0.689,0,20,6,3,174.51,1
3,16,97.13,89.71,card_declined,elo,0.471,1,10,4,1,97.13,0
8,17,87.04,86.83,expired_card,visa,0.58,3,13,4,1,87.04,0
28,19,14.88,13.4,generic_decline,mastercard,0.565,4,5,3,2,28.04,0
6,5,73.62,62.95,do_not_honor,mastercard,0.545,3,16,0,4,73.62,0
13,4,120.14,124.66,do_not_honor,mastercard,0.538,1,8,5,4,120.14,0
6,8,120.08,114.24,card_declined,mastercard,0.266,3,11,0,3,120.08,0
2,18,873.77,833.16,insufficient_funds,mastercard,0.562,1,19,4,3,873.77,0
5,28,125.46,121.99,insufficient_funds,visa,0.616,1,9,0,4,125.46,0
33,24,171.08,185.34,generic_decline,mastercard,0.809,2,13,5,3,461.26,0
8,23,275.13,266.85,generic_decline,visa,0.306,0,19,4,1,275.13,0
1,11,157.99,138.39,insufficient_funds,hipercard,0.387,1,20,1,1,157.99,0
5,4,90.56,84.55,expired_card,mastercard,0.569,1,19,5,2,90.56,1
40,26,90.95,93.03,insufficient_funds,mastercard,0.853,1,17,5,4,284.26,1
1,16,71.59,82.19,insufficient_funds,mastercard,0.589,2,18,3,1,71.59,1
0,4,145.04,129.51,expired_card,visa,0.311,3,18,3,4,145.04,0
9,16,84.02,79.57,insufficient_funds,visa,0.661,2,16,0,4,84.02,0
2,20,170.29,169.55,insufficient_funds,visa,0.395,1,14,2,1,170.29,0
29,10,39.89,45.21,processing_error,mastercard,0.763,0,9,4,1,98.15,1
6,1,111.37,98.29,processing_error,mastercard,0.191,1,21,0,2,111.37,0
0,19,388.04,422.24,do_not_honor,visa,0.602,2,15,2,1,388.04,0
15,2,80.07,85.43,insufficient_funds,mastercard,0.384,2,20,2,2,93.44,0
37,14,502.47,473.29,insufficient_funds,visa,0.324,3,15,4,1,1330.41,1
9,25,113.05,122.33,expired_card,mastercard,0.61,2,17,2,1,113.05,1
22,31,92.96,95.05,expired_card,visa,0.552,4,23,6,1,154.51,0
4,12,108.42,97.73,generic_decline,amex,0.585,1,8,5,3,108.42,1
61,1,74.13,69.37,insufficient_funds,mastercard,0.83,1,12,3,4,335.0,1
3,16,16.83,15.96,insufficient_funds,mastercard,0.487,0,12,4,1,16.83,1
17,9,213.63,202.29,insufficient_funds,elo,0.584,0,22,1,1,251.71,0
15,26,685.53,736.2,insufficient_funds,elo,0.573,1,9,3,2,805.22,1
0,22,149.78,156.98,insufficient_funds,mastercard,0.431,1,21,3,4,149.78,0
1,13,158.1,173.27,insufficient_funds,visa,0.347,4,9,1,4,158.1,0
31,24,83.11,83.38,insufficient_funds,visa,0.505,1,23,5,3,194.22,1
23,11,273.38,261.12,insufficient_funds,visa,0.548,3,9,3,1,444.59,1
3,16,94.4,82.16,card_declined,elo,0.669,2,3,2,1,94.4,0
4,28,123.94,134.89,insufficient_funds,mastercard,0.609,1,22,1,1,123.94,1
0,6,24.34,21.23,do_not_honor,visa,0.601,0,22,6,1,24.34,0
1,10,61.08,57.44,expired_card,visa,0.463,1,15,1,2,61.08,1
14,26,135.47,142.33,insufficient_funds,mastercard,0.596,2,17,0,1,145.02,1
4,15,218.83,236.17,insufficient_funds,mastercard,0.409,3,10,0,4,218.83,1
14,10,224.28,195.25,insufficient_funds,elo,0.523,4,23,5,2,224.28,0
37,2,24.04,24.82,insufficient_funds,mastercard,0.841,0,21,1,3,69.77,1
21,13,26.3,23.44,expired_card,visa,0.571,0,22,4,4,36.3,0
2,16,164.23,176.9,generic_decline,elo,0.568,4,21,6,1,164.23,0
2,13,50.35,53.82,insufficient_funds,mastercard,0.185,1,16,1,1,50.35,0
10,9,216.39,232.49,insufficient_funds,mastercard,0.42,1,13,4,1,216.39,0
7,12,22.97,19.96,do_not_honor,visa,0.603,2,23,3,3,22.97,0
0,19,89.57,91.17,insufficient_funds,elo,0.616,4,14,0,1,89.57,0
16,26,94.82,87.45,insufficient_funds,visa,0.548,1,23,2,2,102.22,1
50,19,149.78,149.59,insufficient_funds,visa,0.815,1,11,0,2,581.74,0
36,19,39.11,44.85,insufficient_funds,visa,0.636,3,17,1,2,122.44,1
0,24,17.04,14.95,insufficient_funds,elo,0.435,3,16,5,4,17.04,0
6,6,113.81,117.02,generic_decline,elo,0.529,0,12,1,1,113.81,0
43,9,156.03,140.35,expired_card,visa,0.76,3,12,0,2,463.53,1
50,2,239.21,239.93,insufficient_funds,visa,0.646,1,20,6,1,933.06,1
4,11,71.09,71.54,generic_decline,visa,0.637,0,13,6,1,71.09,0
1,31,194.7,192.14,insufficient_funds,mastercard,0.468,1,18,3,2,194.7,1
60,10,150.49,156.79,insufficient_funds,mastercard,0.908,3,16,2,1,744.75,0
55,26,316.43,361.44,generic_decline,elo,0.873,2,10,5,1,1559.96,0
8,4,93.06,101.58,expired_card,elo,0.36,1,12,0,2,93.06,1
1,15,21.03,23.92,card_declined,elo,0.455,0,13,4,4,21.03,0
10,12,92.05,83.47,insufficient_funds,mastercard,0.576,2,12,0,1,92.05,0
19,6,105.74,121.39,insufficient_funds,elo,0.518,3,8,5,1,169.46,0
3,12,154.89,145.84,generic_decline,mastercard,0.579,5,0,5,2,154.89,0
10,19,25.05,21.55,insufficient_funds,elo,0.466,3,20,6,3,25.05,1
61,16,74.08,72.66,do_not_honor,mastercard,0.887,2,12,6,2,350.89,0
61,25,211.35,195.26,card_declined,amex,0.933,0,22,5,1,942.94,1
10,27,89.12,96.13,insufficient_funds,visa,0.525,0,0,1,1,89.12,0
9,15,74.5,65.27,do_not_honor,mastercard,0.469,2,20,4,1,74.5,0
56,30,531.55,539.2,do_not_honor,mastercard,0.754,1,12,6,4,2373.68,0
3,3,37.79,35.4,do_not_honor,hipercard,0.522,4,18,1,1,37.79,0
29,9,292.31,266.59,insufficient_funds,visa,0.662,2,18,1,2,578.76,0
8,13,242.15,269.44,expired_card,mastercard,0.367,1,11,4,2,242.15,0
13,17,80.03,80.4,insufficient_funds,visa,0.433,1,11,4,3,80.03,0
0,17,94.93,89.96,insufficient_funds,amex,0.631,5,21,2,1,94.93,1
48,17,94.63,101.62,do_not_honor,elo,0.47,3,11,0,2,378.03,0
16,27,114.9,127.07,generic_decline,mastercard,0.671,1,9,4,2,148.53,1
5,9,57.64,56.64,insufficient_funds,mastercard,0.569,0,18,2,3,57.64,1
56,24,66.82,60.45,card_declined,mastercard,0.787,2,11,6,4,266.11,0
24,17,71.3,81.87,generic_decline,mastercard,0.719,1,19,3,2,145.73,0
0,16,73.35,70.25,expired_card,visa,0.633,1,15,4,2,73.35,0
14,9,74.17,67.62,insufficient_funds,elo,0.286,3,14,1,1,74.17,1
25,9,13.35,11.76,insufficient_funds,mastercard,0.665,0,7,4,2,21.85,0
6,12,106.61,94.58,insufficient_funds,visa,0.484,3,12,6,3,106.61,1
59,24,61.18,69.31,do_not_honor,mastercard,0.861,2,12,1,4,323.17,0
26,15,18.62,21.12,insufficient_funds,visa,0.549,2,19,4,1,40.88,1
62,5,71.63,71.8,insufficient_funds,elo,0.85,1,15,2,1,352.42,1
12,24,69.69,73.71,processing_error,mastercard,0.534,0,22,0,3,69.69,0
2,20,303.44,333.72,processing_error,mastercard,0.501,0,8,6,1,303.44,0
13,28,60.55,61.59,generic_decline,visa,0.418,0,16,2,2,60.55,0
0,16,176.9,185.76,processing_error,elo,0.463,3,11,2,1,176.9,0
52,20,333.87,380.64,expired_card,elo,0.706,0,15,5,4,1544.98,1
0,15,55.95,50.45,do_not_honor,elo,0.453,1,10,0,3,55.95,0
3,21,93.71,83.56,expired_card,mastercard,0.433,4,13,3,2,93.71,0
7,14,453.95,488.41,expired_card,mastercard,0.597,0,18,0,1,453.95,0
8,5,119.8,127.11,insufficient_funds,mastercard,0.412,2,20,6,2,119.8,0
5,31,136.24,123.4,insufficient_funds,visa,0.356,1,16,6,1,136.24,0
5,22,68.08,64.04,insufficient_funds,visa,0.471,1,13,4,1,68.08,1
9,18,179.96,189.96,do_not_honor,mastercard,0.571,1,14,3,2,179.96,0
1,15,94.37,94.21,insufficient_funds,elo,0.46,0,16,5,1,94.37,0
0,22,19.2,21.47,insufficient_funds,visa,0.673,5,16,4,1,19.2,0
29,4,71.3,78.51,generic_decline,elo,0.814,2,20,2,1,170.44,0
2,10,34.17,34.04,processing_error,mastercard,0.546,0,23,0,4,34.17,1
24,4,108.0,113.41,card_declined,visa,0.66,3,11,5,3,201.87,0
28,4,43.29,45.15,card_declined,visa,0.798,1,22,4,2,94.46,1
5,1,149.47,131.18,insufficient_funds,mastercard,0.64,1,16,1,1,149.47,1
2,23,101.71,99.44,insufficient_funds,visa,0.314,1,13,2,1,101.71,0
41,7,32.26,31.68,processing_error,visa,0.559,0,10,4,3,99.4,1
0,25,63.11,70.63,do_not_honor,elo,0.384,3,17,4,1,63.11,0
1,27,169.63,189.24,insufficient_funds,hipercard,0.678,2,18,6,2,169.63,1
67,6,271.01,235.04,insufficient_funds,visa,0.885,2,22,0,4,1246.69,0
36,22,43.85,48.39,insufficient_funds,visa,0.751,0,13,4,2,132.1,0
1,15,36.88,38.12,expired_card,mastercard,0.666,1,16,2,4,36.88,0
13,28,553.06,472.79,insufficient_funds,hipercard,0.572,3,17,1,2,553.06,0
17,15,96.9,93.46,insufficient_funds,hipercard,0.525,2,20,6,2,116.29,0
9,12,106.02,118.36,insufficient_funds,hipercard,0.457,1,21,2,1,106.02,1
0,9,50.68,48.52,expired_card,mastercard,0.394,4,19,2,1,50.68,0
20,27,118.34,124.6,expired_card,hipercard,0.505,0,12,1,1,183.44,0
14,7,448.5,457.34,insufficient_funds,visa,0.671,4,15,4,1,465.98,1
13,25,122.53,125.83,insufficient_funds,visa,0.534,1,16,2,2,122.53,1
17,6,251.74,250.29,insufficient_funds,elo,0.313,1,23,2,2,311.44,1
5,19,100.3,99.77,expired_card,mastercard,0.334,2,16,4,2,100.3,1
